"","Species","Assessment","SampleSize","Value","LowerCI","UpperCI","SD","Metric"
"1","Chlorurus_sordidus","LBAR",4904,"0.271732884512293",-0.236781158717127,1.03297168609182,0.299037646708624,"FvM"
"2","Naso_lituratus","LBAR",460,"13.2241049786237",10.2715855467573,17.5137048212939,1.6075716527168,"FvM"
"3","Scarus_psittacus","LBAR",3555,"1.90560988437663",1.18913581911218,2.73342202694162,0.340640917154418,"FvM"
"4","Scarus_rubroviolaceus","LBAR",114,"9.44547121545047",7.00455115122619,13.3400210934011,1.42266921293991,"FvM"
